,Depth,Longitude,Latitude,Temperature,Salinity,Density
1214,60.0,71.5,9.5,28.57701,35.837513,23.097391
1215,60.0,71.5,10.5,28.4963,35.984013,23.240555
1216,60.0,71.5,11.5,28.34349,36.100613,23.386646
1217,60.0,71.5,12.5,28.13759,36.16539,23.51325
1218,60.0,71.5,13.5,27.92359,36.18789,23.60868
1219,60.0,71.5,14.5,27.74679,36.191288,23.67303
1220,60.0,72.5,5.5,28.101591,35.3127,22.826317
1221,60.0,72.5,6.5,28.355,35.33339,22.759804
1222,60.0,72.5,7.5,28.49739,35.37309,22.755016
1223,60.0,72.5,8.5,28.577309,35.45121,22.801764
1224,60.0,72.5,9.5,28.62019,35.57829,22.89826
1225,60.0,72.5,10.5,28.61001,35.73561,23.035503
1226,60.0,72.5,11.5,28.52121,35.87131,23.183622
1227,60.0,72.5,12.5,28.3813,35.9598,23.312723
1228,60.0,72.5,13.5,28.24861,36.01189,23.402018
1229,60.0,72.5,14.5,28.18941,36.050888,23.443167
1230,60.0,73.5,5.5,28.041891,35.19869,22.757145
1231,60.0,73.5,6.5,28.27501,35.16629,22.662338
1232,60.0,73.5,7.5,28.4179,35.15509,22.625633
1233,60.0,73.5,8.5,28.52861,35.1886,22.6404
1234,60.0,73.5,9.5,28.6315,35.28689,22.70737
1235,60.0,73.5,10.5,28.68821,35.4551,22.840832
1236,60.0,73.5,11.5,28.63551,35.58889,22.98566
1237,60.0,73.5,12.5,28.5494,35.6982,23.122778
1238,60.0,73.5,13.5,28.4938,35.78781,23.212482
1239,60.0,73.5,14.5,28.72759,35.922188,23.2268
1240,60.0,74.5,5.5,27.9649,35.130188,22.73443
1241,60.0,74.5,6.5,28.18051,35.0449,22.612154
1242,60.0,74.5,7.5,28.3272,34.9721,22.541697
1243,60.0,74.5,8.5,28.47009,34.932987,22.513483
1244,60.0,74.5,9.5,28.64829,34.96119,22.5155
1245,60.0,74.5,10.5,28.79701,35.1837,22.66812
1246,60.0,74.5,11.5,28.70109,35.2733,22.799002
1247,60.0,74.5,12.5,28.6379,35.40229,22.968842
1248,60.0,74.5,13.5,28.42789,35.482788,23.084352
1249,60.0,74.5,14.5,,,
1250,60.0,75.5,5.5,27.858091,35.10261,22.761866
1251,60.0,75.5,6.5,28.0681,34.96831,22.6142
1252,60.0,75.5,7.5,28.221891,34.827587,22.513187
1253,60.0,75.5,8.5,28.38501,34.6817,22.436172
1254,60.0,75.5,9.5,28.68309,34.47579,22.223045
1255,60.0,75.5,10.5,29.1126,35.036713,22.542923
1256,60.0,75.5,11.5,28.702309,34.9123,22.585144
1257,60.0,75.5,12.5,,,
1258,60.0,75.5,13.5,,,
1259,60.0,75.5,14.5,,,
1260,60.0,76.5,5.5,27.75309,35.08429,22.80679
1261,60.0,76.5,6.5,27.95271,34.91189,22.641165
1262,60.0,76.5,7.5,28.08869,34.7211,22.532328
1263,60.0,76.5,8.5,28.1689,34.52281,22.540037
1264,60.0,76.5,9.5,,,
1265,60.0,76.5,10.5,,,
1266,60.0,76.5,11.5,,,
1267,60.0,76.5,12.5,,,
1268,60.0,76.5,13.5,,,
1269,60.0,76.5,14.5,,,
1270,60.0,77.5,5.5,27.69549,35.04419,22.823677
1271,60.0,77.5,6.5,27.87821,34.8474,22.633606
1272,60.0,77.5,7.5,27.998991,34.62191,22.46074
1273,60.0,77.5,8.5,,,
1274,60.0,77.5,9.5,,,
1275,60.0,77.5,10.5,,,
1276,60.0,77.5,11.5,,,
1277,60.0,77.5,12.5,,,
1278,60.0,77.5,13.5,,,
1279,60.0,77.5,14.5,,,
1280,60.0,78.5,5.5,27.69921,34.9742,22.79602
1281,60.0,78.5,6.5,27.87039,34.77431,22.595673
1282,60.0,78.5,7.5,27.95219,34.56311,22.416014
1283,60.0,78.5,8.5,,,
1284,60.0,78.5,9.5,,,
1285,60.0,78.5,10.5,,,
1286,60.0,78.5,11.5,,,
1287,60.0,78.5,12.5,,,
1288,60.0,78.5,13.5,,,
1289,60.0,78.5,14.5,,,
1290,60.0,79.5,5.5,27.72651,34.88161,22.735498
1291,60.0,79.5,6.5,27.96099,34.688087,22.518648
1292,60.0,79.5,7.5,27.969791,34.5188,22.330238
1293,60.0,79.5,8.5,28.28971,34.513187,22.279049
1294,60.0,79.5,9.5,,,
1295,60.0,79.5,10.5,,,
1296,60.0,79.5,11.5,,,
1297,60.0,79.5,12.5,,,
1298,60.0,79.5,13.5,,,
1299,60.0,79.5,14.5,,,
1300,65.0,70.5,5.5,28.0375,35.588688,23.12902
1301,65.0,70.5,6.5,28.31059,35.705612,23.11198
1302,65.0,70.5,7.5,28.41461,35.829388,23.16848
1303,65.0,70.5,8.5,28.40119,35.960987,23.272902
1304,65.0,70.5,9.5,28.30311,36.09561,23.40775
1305,65.0,70.5,10.5,28.122309,36.21309,23.557112
1306,65.0,70.5,11.5,27.8574,36.28981,23.703272
1307,65.0,70.5,12.5,27.54211,36.3173,23.830574
1308,65.0,70.5,13.5,27.23591,36.310013,23.933584
1309,65.0,70.5,14.5,26.99581,36.291187,24.010239
1310,65.0,71.5,5.5,27.955309,35.49741,23.067347
1311,65.0,71.5,6.5,28.26791,35.5835,23.016216
1312,65.0,71.5,7.5,28.42961,35.67911,23.03549
1313,65.0,71.5,8.5,28.48579,35.792812,23.106627
1314,65.0,71.5,9.5,28.464691,35.9254,23.219053
1315,65.0,71.5,10.5,28.35899,36.056087,23.35851
1316,65.0,71.5,11.5,28.15619,36.150913,23.502989
1317,65.0,71.5,12.5,27.889109,36.193512,23.631056
1318,65.0,71.5,13.5,27.62729,36.196613,23.730602
1319,65.0,71.5,14.5,27.435709,36.1872,23.797157
1320,65.0,72.5,5.5,27.8824,35.383087,22.998022
1321,65.0,72.5,6.5,28.207691,35.42439,22.911114
1322,65.0,72.5,7.5,28.39969,35.48041,22.891857
1323,65.0,72.5,8.5,28.50681,35.5663,22.928394
1324,65.0,72.5,9.5,28.55521,35.68869,23.015284
1325,65.0,72.5,10.5,28.52651,35.83049,23.142227
1326,65.0,72.5,11.5,28.3906,35.94421,23.282024
1327,65.0,72.5,12.5,28.18989,36.0089,23.408474
1328,65.0,72.5,13.5,28.010809,36.037212,23.50491
1329,65.0,72.5,14.5,27.9356,36.06289,23.557844
1330,65.0,73.5,5.5,27.81509,35.278713,22.942345
1331,65.0,73.5,6.5,28.135,35.267887,22.822153
1332,65.0,73.5,7.5,28.337309,35.27291,22.766167
1333,65.0,73.5,8.5,28.4766,35.312313,22.767654
1334,65.0,73.5,9.5,28.58249,35.408287,22.821861
1335,65.0,73.5,10.5,28.6231,35.56149,22.937288
1336,65.0,73.5,11.5,28.52309,35.6752,23.065092
1337,65.0,73.5,12.5,28.37451,35.762913,23.188066
1338,65.0,73.5,13.5,28.287191,35.81899,23.28901
1339,65.0,73.5,14.5,28.48761,35.94131,23.332598
1340,65.0,74.5,5.5,27.72879,35.21079,22.923872
1341,65.0,74.5,6.5,28.04191,35.14791,22.775255
1342,65.0,74.5,7.5,28.25359,35.09169,22.684742
1343,65.0,74.5,8.5,28.419409,35.060913,22.64442
1344,65.0,74.5,9.5,28.58169,35.086613,22.636017
1345,65.0,74.5,10.5,28.724209,35.291313,22.758791
1346,65.0,74.5,11.5,28.57399,35.365387,22.8616
1347,65.0,74.5,12.5,28.4211,35.49009,22.98171
1348,65.0,74.5,13.5,28.24599,35.49591,23.117086
1349,65.0,74.5,14.5,,,
1350,65.0,75.5,5.5,27.61591,35.179188,22.943382
1351,65.0,75.5,6.5,27.933191,35.068687,22.772894
1352,65.0,75.5,7.5,28.16081,34.94639,22.656239
1353,65.0,75.5,8.5,28.34161,34.812313,22.574436
1354,65.0,75.5,9.5,28.55649,34.611088,22.373013
1355,65.0,75.5,10.5,29.04729,35.13451,22.63123
1356,65.0,75.5,11.5,28.571491,34.99469,22.65426
1357,65.0,75.5,12.5,,,
1358,65.0,75.5,13.5,,,
1359,65.0,75.5,14.5,,,
1360,65.0,76.5,5.5,27.51469,35.15629,22.967594
1361,65.0,76.5,6.5,27.83131,35.0084,22.785982
1362,65.0,76.5,7.5,28.0672,34.83881,22.668264
1363,65.0,76.5,8.5,28.21689,34.65951,22.672426
1364,65.0,76.5,9.5,,,
1365,65.0,76.5,10.5,,,
1366,65.0,76.5,11.5,,,
1367,65.0,76.5,12.5,,,
1368,65.0,76.5,13.5,,,
1369,65.0,76.5,14.5,,,
1370,65.0,77.5,5.5,27.47051,35.11161,22.9521
1371,65.0,77.5,6.5,27.7759,34.939213,22.753603
1372,65.0,77.5,7.5,28.03161,34.73881,22.58689
1373,65.0,77.5,8.5,,,
1374,65.0,77.5,9.5,,,
1375,65.0,77.5,10.5,,,
1376,65.0,77.5,11.5,,,
1377,65.0,77.5,12.5,,,
1378,65.0,77.5,13.5,,,
1379,65.0,77.5,14.5,,,
1380,65.0,78.5,5.5,27.48651,35.03249,22.884146
1381,65.0,78.5,6.5,27.77279,34.855713,22.675224
1382,65.0,78.5,7.5,27.975191,34.66811,22.51936
1383,65.0,78.5,8.5,,,
1384,65.0,78.5,9.5,,,
1385,65.0,78.5,10.5,,,
1386,65.0,78.5,11.5,,,
1387,65.0,78.5,12.5,,,
1388,65.0,78.5,13.5,,,
1389,65.0,78.5,14.5,,,
1390,65.0,79.5,5.5,27.51729,34.9237,22.78054
1391,65.0,79.5,6.5,27.86709,34.7561,22.526752
1392,65.0,79.5,7.5,27.936691,34.5976,22.393135
1393,65.0,79.5,8.5,28.21629,34.58451,22.36028
1394,65.0,79.5,9.5,,,
1395,65.0,79.5,10.5,,,
1396,65.0,79.5,11.5,,,
1397,65.0,79.5,12.5,,,
1398,65.0,79.5,13.5,,,
1399,65.0,79.5,14.5,,,
1400,70.0,70.5,5.5,27.78261,35.6156,23.257645
1401,70.0,70.5,6.5,28.06439,35.7168,23.229494
1402,70.0,70.5,7.5,28.136591,35.818512,23.276348
1403,70.0,70.5,8.5,28.0704,35.931812,23.377413
1404,70.0,70.5,9.5,27.91659,36.06021,23.519226
1405,70.0,70.5,10.5,27.69049,36.18301,23.68329
1406,70.0,70.5,11.5,27.39709,36.2688,23.844461
1407,70.0,70.5,12.5,27.06991,36.29929,23.979874
1408,70.0,70.5,13.5,26.76189,36.28891,24.083523
1409,70.0,70.5,14.5,26.52681,36.26469,24.155231
1410,70.0,71.5,5.5,27.71219,35.52879,23.192915
1411,70.0,71.5,6.5,28.06349,35.59381,23.119331
1412,70.0,71.5,7.5,28.2207,35.65921,23.117508
1413,70.0,71.5,8.5,28.243591,35.74791,23.177559
1414,70.0,71.5,9.5,28.17651,35.87371,23.295265
1415,70.0,71.5,10.5,28.023909,36.01561,23.453333
1416,70.0,71.5,11.5,27.78169,36.130413,23.620604
1417,70.0,71.5,12.5,27.4899,36.184887,23.76419
1418,70.0,71.5,13.5,27.22251,36.18581,23.867342
1419,70.0,71.5,14.5,27.03739,36.16791,23.929773
1420,70.0,72.5,5.5,27.642609,35.421787,23.13136
1421,70.0,72.5,6.5,28.03959,35.4408,23.01115
1422,70.0,72.5,7.5,28.2608,35.461487,22.959255
1423,70.0,72.5,8.5,28.35849,35.51569,22.976305
1424,70.0,72.5,9.5,28.368591,35.62769,23.065517
1425,70.0,72.5,10.5,28.28259,35.78221,23.213348
1426,70.0,72.5,11.5,28.07991,35.92221,23.383068
1427,70.0,72.5,12.5,27.8279,36.0068,23.533247
1428,70.0,72.5,13.5,27.64311,36.03461,23.634491
1429,70.0,72.5,14.5,27.60199,36.04761,23.678728
1430,70.0,73.5,5.5,27.5771,35.325813,23.088802
1431,70.0,73.5,6.5,27.99529,35.299713,22.931728
1432,70.0,73.5,7.5,28.256191,35.273613,22.838644
1433,70.0,73.5,8.5,28.40859,35.28181,22.81636
1434,70.0,73.5,9.5,28.4823,35.36359,22.87041
1435,70.0,73.5,10.5,28.445509,35.52111,23.007086
1436,70.0,73.5,11.5,28.232609,35.661488,23.17164
1437,70.0,73.5,12.5,27.975391,35.770313,23.32618
1438,70.0,73.5,13.5,27.89321,35.82241,23.425386
1439,70.0,73.5,14.5,28.21169,35.9249,23.444899
1440,70.0,74.5,5.5,27.49441,35.263313,23.079664
1441,70.0,74.5,6.5,27.9216,35.1994,22.89803
1442,70.0,74.5,7.5,28.21239,35.12781,22.77537
1443,70.0,74.5,8.5,28.41179,35.073513,22.715141
1444,70.0,74.5,9.5,28.550709,35.08019,22.709595
1445,70.0,74.5,10.5,28.603,35.279213,22.850004
1446,70.0,74.5,11.5,28.26119,35.38419,23.002
1447,70.0,74.5,12.5,27.84471,35.5325,23.17594
1448,70.0,74.5,13.5,27.69689,35.51299,23.284082
1449,70.0,74.5,14.5,,,
1450,70.0,75.5,5.5,27.383091,35.22861,23.097158
1451,70.0,75.5,6.5,27.822,35.13451,22.900198
1452,70.0,75.5,7.5,28.14691,35.02001,22.75941
1453,70.0,75.5,8.5,28.3905,34.88669,22.670189
1454,70.0,75.5,9.5,28.61211,34.6732,22.490602
1455,70.0,75.5,10.5,29.0557,35.14321,22.738272
1456,70.0,75.5,11.5,28.28149,35.057587,22.83285
1457,70.0,75.5,12.5,,,
1458,70.0,75.5,13.5,,,
1459,70.0,75.5,14.5,,,
1460,70.0,76.5,5.5,27.27729,35.19339,23.10843
1461,70.0,76.5,6.5,27.7173,35.076412,22.902922
1462,70.0,76.5,7.5,28.075,34.94099,22.761065
1463,70.0,76.5,8.5,28.35149,34.80829,22.767075
1464,70.0,76.5,9.5,,,
1465,70.0,76.5,10.5,,,
1466,70.0,76.5,11.5,,,
1467,70.0,76.5,12.5,,,
1468,70.0,76.5,13.5,,,
1469,70.0,76.5,14.5,,,
1470,70.0,77.5,5.5,27.21869,35.13151,23.079256
1471,70.0,77.5,6.5,27.64199,34.99811,22.85389
1472,70.0,77.5,7.5,28.04079,34.8503,22.640299
1473,70.0,77.5,8.5,,,
1474,70.0,77.5,9.5,,,
1475,70.0,77.5,10.5,,,
1476,70.0,77.5,11.5,,,
1477,70.0,77.5,12.5,,,
1478,70.0,77.5,13.5,,,
1479,70.0,77.5,14.5,,,
1480,70.0,78.5,5.5,27.20679,35.040913,23.016048
1481,70.0,78.5,6.5,27.59041,34.89859,22.782211
1482,70.0,78.5,7.5,27.90459,34.75561,22.575531
1483,70.0,78.5,8.5,,,
1484,70.0,78.5,9.5,,,
1485,70.0,78.5,10.5,,,
1486,70.0,78.5,11.5,,,
1487,70.0,78.5,12.5,,,
1488,70.0,78.5,13.5,,,
1489,70.0,78.5,14.5,,,
1490,70.0,79.5,5.5,27.199291,34.93151,22.943172
1491,70.0,79.5,6.5,27.62681,34.781387,22.670574
1492,70.0,79.5,7.5,27.76269,34.6811,22.511604
1493,70.0,79.5,8.5,27.97691,34.69299,22.51784
1494,70.0,79.5,9.5,,,
1495,70.0,79.5,10.5,,,
1496,70.0,79.5,11.5,,,
1497,70.0,79.5,12.5,,,
1498,70.0,79.5,13.5,,,
1499,70.0,79.5,14.5,,,
1500,75.0,70.5,5.5,27.30409,35.62569,23.421074
1501,75.0,70.5,6.5,27.64861,35.72571,23.38262
1502,75.0,70.5,7.5,27.74551,35.8239,23.423256
1503,75.0,70.5,8.5,27.6753,35.933,23.525026
1504,75.0,70.5,9.5,27.502491,36.05641,23.674486
1505,75.0,70.5,10.5,27.245491,36.17281,23.848732
1506,75.0,70.5,11.5,26.91011,36.24999,24.015339
1507,75.0,70.5,12.5,26.53879,36.2695,24.147072
1508,75.0,70.5,13.5,26.19659,36.246212,24.242102
1509,75.0,70.5,14.5,25.939909,36.2082,24.307667
1510,75.0,71.5,5.5,27.2393,35.5475,23.339874
1511,75.0,71.5,6.5,27.693,35.6166,23.256002
1512,75.0,71.5,7.5,27.9109,35.68401,23.246979
1513,75.0,71.5,8.5,27.957409,35.77309,23.30471
1514,75.0,71.5,9.5,27.88691,35.89661,23.42653
1515,75.0,71.5,10.5,27.7034,36.0323,23.591665
1516,75.0,71.5,11.5,27.4053,36.137,23.763107
1517,75.0,71.5,12.5,27.05159,36.1769,23.902529
1518,75.0,71.5,13.5,26.7419,36.159588,23.995342
1519,75.0,71.5,14.5,26.5394,36.12249,24.0499
1520,75.0,72.5,5.5,27.18799,35.45269,23.261456
1521,75.0,72.5,6.5,27.721691,35.484413,23.13375
1522,75.0,72.5,7.5,28.03449,35.51349,23.07626
1523,75.0,72.5,8.5,28.17741,35.57079,23.088919
1524,75.0,72.5,9.5,28.19141,35.68,23.177525
1525,75.0,72.5,10.5,28.06529,35.82589,23.326738
1526,75.0,72.5,11.5,27.78219,35.953888,23.496738
1527,75.0,72.5,12.5,27.44539,36.022087,23.640413
1528,75.0,72.5,13.5,27.2178,36.026188,23.72651
1529,75.0,72.5,14.5,27.183609,36.01099,23.757055
1530,75.0,73.5,5.5,27.168709,35.369812,23.20626
1531,75.0,73.5,6.5,27.74161,35.36751,23.046822
1532,75.0,73.5,7.5,28.110691,35.357487,22.952662
1533,75.0,73.5,8.5,28.31819,35.370388,22.92603
1534,75.0,73.5,9.5,28.394,35.44171,22.974527
1535,75.0,73.5,10.5,28.298191,35.58791,23.103943
1536,75.0,73.5,11.5,27.96779,35.71479,23.261957
1537,75.0,73.5,12.5,27.580591,35.812,23.405764
1538,75.0,73.5,13.5,27.4666,35.83539,23.477394
1539,75.0,73.5,14.5,27.85469,35.891712,23.460299
1540,75.0,74.5,5.5,27.1506,35.31671,23.193535
1541,75.0,74.5,6.5,27.73451,35.28841,23.015528
1542,75.0,74.5,7.5,28.14089,35.24391,22.897154
1543,75.0,74.5,8.5,28.4021,35.1991,22.835243
1544,75.0,74.5,9.5,28.53901,35.1926,22.822226
1545,75.0,74.5,10.5,28.51749,35.36079,22.939053
1546,75.0,74.5,11.5,27.9936,35.452087,23.076942
1547,75.0,74.5,12.5,27.31599,35.6143,23.244087
1548,75.0,74.5,13.5,27.1817,35.56289,23.304277
1549,75.0,74.5,14.5,,,
1550,75.0,75.5,5.5,27.09871,35.286587,23.218359
1551,75.0,75.5,6.5,27.689709,35.23951,23.028906
1552,75.0,75.5,7.5,28.143509,35.16761,22.895258
1553,75.0,75.5,8.5,28.47131,35.060013,22.810663
1554,75.0,75.5,9.5,28.70109,34.828613,22.637053
1555,75.0,75.5,10.5,29.1031,35.21589,22.816051
1556,75.0,75.5,11.5,28.05961,35.11149,22.88815
1557,75.0,75.5,12.5,,,
1558,75.0,75.5,13.5,,,
1559,75.0,75.5,14.5,,,
1560,75.0,76.5,5.5,27.027609,35.255188,23.246164
1561,75.0,76.5,6.5,27.615591,35.194313,23.04798
1562,75.0,76.5,7.5,28.13389,35.122387,22.91064
1563,75.0,76.5,8.5,28.57179,35.06441,22.925182
1564,75.0,76.5,9.5,,,
1565,75.0,76.5,10.5,,,
1566,75.0,76.5,11.5,,,
1567,75.0,76.5,12.5,,,
1568,75.0,76.5,13.5,,,
1569,75.0,76.5,14.5,,,
1570,75.0,77.5,5.5,26.96239,35.2,23.241419
1571,75.0,77.5,6.5,27.52679,35.123913,23.019278
1572,75.0,77.5,7.5,28.1369,35.05081,22.797457
1573,75.0,77.5,8.5,,,
1574,75.0,77.5,9.5,,,
1575,75.0,77.5,10.5,,,
1576,75.0,77.5,11.5,,,
1577,75.0,77.5,12.5,,,
1578,75.0,77.5,13.5,,,
1579,75.0,77.5,14.5,,,
1580,75.0,78.5,5.5,26.89581,35.1183,23.210827
1581,75.0,78.5,6.5,27.380991,35.02201,22.977123
1582,75.0,78.5,7.5,27.85261,34.935688,22.734911
1583,75.0,78.5,8.5,,,
1584,75.0,78.5,9.5,,,
1585,75.0,78.5,10.5,,,
1586,75.0,78.5,11.5,,,
1587,75.0,78.5,12.5,,,
1588,75.0,78.5,13.5,,,
1589,75.0,78.5,14.5,,,
1590,75.0,79.5,5.5,26.79571,35.018387,23.182505
1591,75.0,79.5,6.5,27.2652,34.89661,22.926327
1592,75.0,79.5,7.5,27.51969,34.82981,22.679502
1593,75.0,79.5,8.5,27.8394,34.8623,22.631681
1594,75.0,79.5,9.5,,,
1595,75.0,79.5,10.5,,,
1596,75.0,79.5,11.5,,,
1597,75.0,79.5,12.5,,,
1598,75.0,79.5,13.5,,,
1599,75.0,79.5,14.5,,,
1600,80.0,70.5,5.5,26.78589,35.6204,23.634798
1601,80.0,70.5,6.5,27.18941,35.719288,23.572073
1602,80.0,70.5,7.5,27.31021,35.81459,23.59777
1603,80.0,70.5,8.5,27.23999,35.91929,23.694881
1604,80.0,70.5,9.5,27.057209,36.03689,23.846956
1605,80.0,70.5,10.5,26.78409,36.146587,24.027363
1606,80.0,70.5,11.5,26.42341,36.21641,24.199276
1607,80.0,70.5,12.5,26.01909,36.2285,24.331835
1608,80.0,70.5,13.5,25.64741,36.19939,24.420315
1609,80.0,70.5,14.5,25.37521,36.1602,24.472834
1610,80.0,71.5,5.5,26.73321,35.54061,23.550047
1611,80.0,71.5,6.5,27.2597,35.6155,23.44358
1612,80.0,71.5,7.5,27.52429,35.68959,23.419502
1613,80.0,71.5,8.5,27.598291,35.78389,23.470951
1614,80.0,71.5,9.5,27.54391,35.90881,23.593618
1615,80.0,71.5,10.5,27.36259,36.04011,23.76427
1616,80.0,71.5,11.5,27.0452,36.134212,23.942797
1617,80.0,71.5,12.5,26.65291,36.159912,24.085794
1618,80.0,71.5,13.5,26.3022,36.130188,24.17153
1619,80.0,71.5,14.5,26.074091,36.087612,24.207737
1620,80.0,72.5,5.5,26.711409,35.44691,23.465748
1621,80.0,72.5,6.5,27.33131,35.49301,23.3177
1622,80.0,72.5,7.5,27.7095,35.54039,23.245638
1623,80.0,72.5,8.5,27.89979,35.61549,23.251865
1624,80.0,72.5,9.5,27.9476,35.73601,23.342186
1625,80.0,72.5,10.5,27.839691,35.88081,23.500204
1626,80.0,72.5,11.5,27.552591,35.992912,23.683628
1627,80.0,72.5,12.5,27.18939,36.03579,23.837456
1628,80.0,72.5,13.5,26.9208,36.016712,23.913364
1629,80.0,72.5,14.5,26.85129,35.9881,23.913122
1630,80.0,73.5,5.5,26.7292,35.368587,23.404621
1631,80.0,73.5,6.5,27.39971,35.389088,23.227552
1632,80.0,73.5,7.5,27.84869,35.40949,23.118673
1633,80.0,73.5,8.5,28.1141,35.45559,23.085228
1634,80.0,73.5,9.5,28.23019,35.55341,23.138159
1635,80.0,73.5,10.5,28.1618,35.70509,23.283625
1636,80.0,73.5,11.5,27.85421,35.80679,23.468948
1637,80.0,73.5,12.5,27.483591,35.85939,23.642775
1638,80.0,73.5,13.5,27.336191,35.8429,23.697268
1639,80.0,73.5,14.5,27.65859,35.86621,23.63198
1640,80.0,74.5,5.5,26.74321,35.32089,23.389137
1641,80.0,74.5,6.5,27.43339,35.32381,23.195377
1642,80.0,74.5,7.5,27.93261,35.32319,23.059887
1643,80.0,74.5,8.5,28.259691,35.33181,22.987623
1644,80.0,74.5,9.5,28.42831,35.37871,22.981
1645,80.0,74.5,10.5,28.42279,35.5667,23.122847
1646,80.0,74.5,11.5,27.963509,35.61441,23.308672
1647,80.0,74.5,12.5,27.42009,35.690712,23.572767
1648,80.0,74.5,13.5,27.2279,35.58209,23.590425
1649,80.0,74.5,14.5,,,
1650,80.0,75.5,5.5,26.7141,35.29441,23.41383
1651,80.0,75.5,6.5,27.41551,35.2874,23.208998
1652,80.0,75.5,7.5,27.97909,35.2734,23.051746
1653,80.0,75.5,8.5,28.3942,35.24339,22.944834
1654,80.0,75.5,9.5,28.62871,35.120487,22.777466
1655,80.0,75.5,10.5,28.96869,35.56951,22.98664
1656,80.0,75.5,11.5,28.02451,35.3869,23.098454
1657,80.0,75.5,12.5,,,
1658,80.0,75.5,13.5,,,
1659,80.0,75.5,14.5,,,
1660,80.0,76.5,5.5,26.65119,35.26421,23.441998
1661,80.0,76.5,6.5,27.3479,35.2504,23.227255
1662,80.0,76.5,7.5,28.004091,35.244713,23.056196
1663,80.0,76.5,8.5,28.62429,35.270813,23.012856
1664,80.0,76.5,9.5,,,
1665,80.0,76.5,10.5,,,
1666,80.0,76.5,11.5,,,
1667,80.0,76.5,12.5,,,
1668,80.0,76.5,13.5,,,
1669,80.0,76.5,14.5,,,
1670,80.0,77.5,5.5,26.56959,35.2092,23.439491
1671,80.0,77.5,6.5,27.22759,35.182587,23.202059
1672,80.0,77.5,7.5,27.98299,35.17859,22.951464
1673,80.0,77.5,8.5,,,
1674,80.0,77.5,9.5,,,
1675,80.0,77.5,10.5,,,
1676,80.0,77.5,11.5,,,
1677,80.0,77.5,12.5,,,
1678,80.0,77.5,13.5,,,
1679,80.0,77.5,14.5,,,
1680,80.0,78.5,5.5,26.4531,35.12909,23.419777
1681,80.0,78.5,6.5,26.99489,35.07539,23.168621
1682,80.0,78.5,7.5,27.55039,35.055912,22.883255
1683,80.0,78.5,8.5,,,
1684,80.0,78.5,9.5,,,
1685,80.0,78.5,10.5,,,
1686,80.0,78.5,11.5,,,
1687,80.0,78.5,12.5,,,
1688,80.0,78.5,13.5,,,
1689,80.0,78.5,14.5,,,
1690,80.0,79.5,5.5,26.27301,35.0359,23.42025
1691,80.0,79.5,6.5,26.76121,34.92939,23.146217
1692,80.0,79.5,7.5,27.060091,34.918713,22.853956
1693,80.0,79.5,8.5,27.35511,34.9443,22.83225
1694,80.0,79.5,9.5,,,
1695,80.0,79.5,10.5,,,
1696,80.0,79.5,11.5,,,
1697,80.0,79.5,12.5,,,
1698,80.0,79.5,13.5,,,
1699,80.0,79.5,14.5,,,
1700,85.0,70.5,5.5,26.12709,35.6038,23.846325
1701,85.0,70.5,6.5,26.58589,35.6948,23.765265
1702,85.0,70.5,7.5,26.737291,35.784412,23.780622
1703,85.0,70.5,8.5,26.6791,35.88509,23.876503
1704,85.0,70.5,9.5,26.49781,35.998287,24.02933
1705,85.0,70.5,10.5,26.21459,36.1016,24.207758
1706,85.0,70.5,11.5,25.828209,36.163788,24.374268
1707,85.0,70.5,12.5,25.389591,36.16879,24.50095
1708,85.0,70.5,13.5,24.99579,36.13479,24.584099
1709,85.0,70.5,14.5,24.72821,36.0943,24.631117
1710,85.0,71.5,5.5,26.03749,35.52229,23.779675
1711,85.0,71.5,6.5,26.64551,35.597813,23.649162
1712,85.0,71.5,7.5,26.97321,35.67619,23.607565
1713,85.0,71.5,8.5,27.08879,35.774387,23.652246
1714,85.0,71.5,9.5,27.05711,35.89869,23.771658
1715,85.0,71.5,10.5,26.873291,36.0233,23.937916
1716,85.0,71.5,11.5,26.523209,36.10589,24.110868
1717,85.0,71.5,12.5,26.0834,36.119213,24.248959
1718,85.0,71.5,13.5,25.70219,36.080288,24.330076
1719,85.0,71.5,14.5,25.477291,36.0331,24.360016
1720,85.0,72.5,5.5,25.99839,35.433113,23.702652
1721,85.0,72.5,6.5,26.723991,35.48719,23.528502
1722,85.0,72.5,7.5,27.19401,35.547512,23.435356
1723,85.0,72.5,8.5,27.44921,35.63451,23.430191
1724,85.0,72.5,9.5,27.53179,35.75851,23.51321
1725,85.0,72.5,10.5,27.419409,35.89639,23.665264
1726,85.0,72.5,11.5,27.0857,35.99361,23.844423
1727,85.0,72.5,12.5,26.66231,36.01939,23.996208
1728,85.0,72.5,13.5,26.36401,35.98539,24.069542
1729,85.0,72.5,14.5,26.310291,35.94519,24.062138
1730,85.0,73.5,5.5,26.0396,35.360012,23.635084
1731,85.0,73.5,6.5,26.82879,35.39241,23.434
1732,85.0,73.5,7.5,27.38591,35.43179,23.303497
1733,85.0,73.5,8.5,27.72811,35.49699,23.254725
1734,85.0,73.5,9.5,27.88139,35.6035,23.296612
1735,85.0,73.5,10.5,27.79181,35.74799,23.436464
1736,85.0,73.5,11.5,27.41121,35.83519,23.623283
1737,85.0,73.5,12.5,26.95621,35.8702,23.800583
1738,85.0,73.5,13.5,26.79269,35.83441,23.857096
1739,85.0,73.5,14.5,27.17099,35.82689,23.782389
